output,X1,X2,X3,X4,X5,beta,offset
115.304,500,15.6,0.1016,39.6,0.0528487,-1e-07,
123.177,6300,12.7,0.0254,39.6,0.0130253,1e-07,
129.949,800,3.0,0.3048,55.5,0.00452492,1e-07,
129.415,315,12.3,0.1016,39.6,0.0408268,1e-07,
119.505,2000,9.9,0.1524,55.5,0.0208438,-1e-07,
127.92,800,0.0,0.1016,55.5,0.00131983,-9.99870128934e-08,126.96857825674117
121.146,5000,8.4,0.0508,71.3,0.00529514,-5.6903316001e-08,129.41066071605684
119.039,1600,7.3,0.2286,31.7,0.0132672,-1e-07,
129.27,1250,0.0,0.0508,31.7,0.000812164,4.66252494131e-10,129.14184828147293
120.534,8000,2.7,0.1524,71.3,0.00243851,9.06606388695e-08,130.26771362686156
123.689,2000,0.0,0.3048,39.6,0.00310138,-5.9904271396e-08,127.53129052066802
128.127,2500,0.0,0.1524,71.3,0.0015988,-9.99999088905e-08,128.82306830179692
129.292,630,3.0,0.3048,39.6,0.00495741,1e-07,
133.664,1600,3.3,0.1016,71.3,0.00202822,1e-07,
130.05,1250,11.2,0.0508,39.6,0.0150478,1e-07,
139.438,400,7.3,0.2286,71.3,0.0104404,1e-07,
126.413,630,0.0,0.1016,31.7,0.00150092,-1e-07,
125.048,400,12.7,0.0254,71.3,0.0121808,-1e-07,
121.728,4000,4.0,0.2286,71.3,0.00400603,-1e-07,
126.049,630,9.9,0.1524,31.7,0.0252785,-8.57500975425e-08,127.81922533956914
132.301,2000,3.3,0.1016,39.6,0.00245138,1e-07,
124.108,3150,4.0,0.2286,71.3,0.00400603,3.66560709796e-08,130.2325533823967
125.268,8000,4.2,0.0508,71.3,0.00142788,-3.40859694721e-09,131.09216296005246
122.893,250,15.4,0.0508,39.6,0.0282593,-1e-07,
116.924,250,9.5,0.0254,39.6,0.00449821,-1e-07,
120.569,8000,3.3,0.1016,55.5,0.002211,-3.26639064812e-08,127.97203707122803
127.556,800,8.4,0.0508,71.3,0.00529514,-1e-07,
135.866,8000,0.0,0.0254,39.6,0.000428464,1e-07,
131.364,1250,17.4,0.0254,39.6,0.0172206,1e-07,
117.054,2500,12.3,0.1016,55.5,0.0368233,-1e-07,
126.195,500,0.0,0.2286,39.6,0.00253511,-1e-07,
128.939,500,4.0,0.2286,31.7,0.00509068,1e-07,129.7892660980448
132.05,1600,0.0,0.1016,55.5,0.00131983,1e-07,
124.364,5000,2.7,0.1524,71.3,0.00243851,-9.90831438727e-08,130.56852928543088
126.746,2500,17.4,0.0254,71.3,0.016104,9.99999966041e-08,134.8720663419962
128.216,800,2.0,0.2286,71.3,0.00293031,-9.99999995878e-08,127.48411920665205
123.354,1600,7.3,0.2286,55.5,0.0111706,-9.99997205363e-08,127.4418635123372
107.267,6300,12.3,0.1016,31.7,0.0418756,-4.59832022484e-08,125.07374767494203
119.916,6300,17.4,0.0254,71.3,0.016104,9.99999976142e-08,141.0196261320114
120.324,630,19.7,0.0508,39.6,0.036484,-1e-07,
125.581,1000,5.3,0.2286,39.6,0.00614329,-9.99994324442e-08,127.78835653489828
125.576,2500,8.4,0.0508,31.7,0.00580776,9.95930895492e-08,130.09127997851374
117.604,1600,19.7,0.0508,39.6,0.036484,-1e-07,
129.395,1250,4.0,0.3048,71.3,0.00497773,1e-07,
133.402,1600,3.3,0.1016,31.7,0.00251435,1e-07,
129.395,6300,0.0,0.1016,71.3,0.00121072,-4.26282240646e-08,131.250969786644
136.284,315,7.3,0.2286,55.5,0.0111706,1e-07,
122.365,1600,0.0,0.3048,31.7,0.00331266,-9.99999999574e-08,125.50835475862026
129.491,800,5.3,0.2286,39.6,0.00614329,1e-07,
125.824,4000,0.0,0.2286,71.3,0.00214345,-9.3849444888e-08,130.6227370491028
129.027,2500,12.7,0.0254,39.6,0.0130253,1e-07,
113.733,5000,4.0,0.3048,39.6,0.00579636,-2.19422717411e-08,127.65107222366332
124.493,315,15.4,0.0508,39.6,0.0282593,-1e-07,
124.024,2500,3.0,0.3048,71.3,0.00425727,-1e-07,
112.209,3150,9.9,0.1524,31.7,0.0252785,-1e-07,
130.67,400,11.2,0.0508,39.6,0.0150478,1e-07,
107.147,5000,12.3,0.1016,31.7,0.0418756,-1e-07,
132.796,6300,0.0,0.0508,55.5,0.00076193,1e-07,
124.403,630,0.0,0.1524,39.6,0.00193287,-9.99999993634e-08,124.30879781681298
126.648,1250,12.3,0.1016,71.3,0.0337792,-9.94672573225e-08,129.13115266519785
123.514,200,15.6,0.1016,39.6,0.0528487,-1e-07,
134.236,4000,9.5,0.0254,71.3,0.00420654,1e-07,
112.639,4000,7.3,0.2286,31.7,0.0132672,-9.92963992088e-08,124.28453892612457
125.261,2000,17.4,0.0254,55.5,0.0165706,1e-07,
131.234,2500,9.5,0.0254,39.6,0.00449821,1e-07,
121.256,2000,22.2,0.0254,39.6,0.0229028,4.76092997606e-08,130.57566637074947
112.699,6300,4.0,0.2286,31.7,0.00509068,-4.57391554163e-08,125.84498095417023
130.987,1000,0.0,0.1524,31.7,0.00209405,9.99999992437e-08,131.58565726158022
110.447,2000,12.3,0.1016,31.7,0.0418756,-1e-07,
117.195,200,0.0,0.3048,31.7,0.00331266,-1e-07,
120.446,2000,6.7,0.1016,31.7,0.00592927,-1e-07,
123.865,400,19.7,0.0508,71.3,0.0341183,-1e-07,
134.152,2500,9.5,0.0254,55.5,0.0043284,1e-07,
129.33,630,15.4,0.0508,55.5,0.0271925,9.99999719537e-08,130.80800564020873
124.426,5000,9.5,0.0254,31.7,0.00461377,1e-07,
116.108,5000,12.3,0.1016,71.3,0.0337792,-7.25276296231e-08,130.69740756320954
126.926,4000,8.4,0.0508,71.3,0.00529514,9.94184089989e-08,133.37787592506407
115.144,315,17.4,0.0254,39.6,0.0172206,-1e-07,
122.384,2500,4.0,0.2286,55.5,0.0042862,-1e-07,
135.234,200,7.3,0.2286,55.5,0.0111706,1e-07,
124.838,1250,3.0,0.3048,31.7,0.00529514,-9.99991234064e-08,128.03566675308346
124.318,1600,4.2,0.0508,71.3,0.00142788,-1e-07,
132.898,6300,4.8,0.0254,31.7,0.000930789,9.9999987095e-08,137.00305759716034
113.034,12500,2.7,0.1524,71.3,0.00243851,-1e-07,
131.274,2000,9.5,0.0254,39.6,0.00449821,9.99999677407e-08,134.87794804179669
139.808,315,7.3,0.2286,71.3,0.0104404,1e-07,
121.789,1600,9.9,0.1524,71.3,0.0193001,-1e-07,
117.624,12500,0.0,0.2286,71.3,0.00214345,9.9999972372e-08,130.69565002822875
133.728,3150,4.2,0.0508,71.3,0.00142788,1e-07,
126.736,4000,9.5,0.0254,31.7,0.00461377,1e-07,
127.53,800,0.0,0.2286,55.5,0.00229336,-9.99998285807e-08,127.37611023776233
129.301,1250,17.4,0.0254,55.5,0.0165706,1e-07,
121.762,4000,1.5,0.3048,71.3,0.00336729,-9.99999766082e-08,130.2361718173027
127.465,2500,8.4,0.0508,39.6,0.00566229,1e-07,
114.404,4000,12.3,0.1016,55.5,0.0368233,-9.9999999428e-08,126.34573979759216
124.336,800,0.0,0.0508,55.5,0.00076193,-1e-07,
128.312,1000,3.0,0.3048,39.6,0.00495741,4.11982947568e-09,130.56767530095578
118.106,4000,8.4,0.0508,31.7,0.00580776,-4.17463560149e-08,125.04780631637574
133.378,3150,4.8,0.0254,71.3,0.000848633,1e-07,
125.951,1250,0.0,0.3048,71.3,0.00266337,-1e-07,126.45148820301891
132.513,1250,7.2,0.1524,71.3,0.00752039,1e-07,
128.179,500,3.0,0.3048,55.5,0.00452492,3.41014027834e-08,128.18588862334937
123.274,400,4.0,0.2286,55.5,0.0042862,-1e-07,
131.978,2500,4.2,0.0508,71.3,0.00142788,9.99999991338e-08,133.0383360533714
117.465,6300,0.0,0.2286,39.6,0.00253511,-9.99998094564e-08,125.66674372196198
111.135,5000,9.9,0.1524,39.6,0.0233328,-1e-07,
130.908,1600,0.0,0.0508,39.6,0.000791822,1e-07,
136.941,1000,11.2,0.0508,71.3,0.014072,1e-07,
122.79,800,0.0,0.0508,31.7,0.000812164,-1e-07,
130.697,2000,0.0,0.0254,31.7,0.000439472,1e-07,
120.755,2500,0.0,0.3048,31.7,0.00331266,-1e-07,
121.234,8000,3.3,0.1016,71.3,0.00202822,-9.96590679441e-08,128.76713374519346
137.068,315,12.3,0.1016,71.3,0.0337792,1e-07,
123.037,2000,2.0,0.2286,31.7,0.00372371,-1e-07,
136.414,400,12.3,0.1016,55.5,0.0368233,1e-07,
106.88,2500,12.6,0.1524,39.6,0.0584113,-1e-07,
121.055,315,0.0,0.2286,39.6,0.00253511,-1e-07,
126.59,8000,0.0,0.0508,31.7,0.000812164,7.38136905864e-08,124.75680836677552
119.151,2500,5.4,0.1524,31.7,0.00525474,-1e-07,
110.652,8000,3.0,0.3048,39.6,0.00495741,1.22327792595e-08,129.90610485267638
117.287,6300,5.4,0.1524,55.5,0.00433288,-9.9632987896e-08,128.84355241012574
138.557,4000,0.0,0.0254,71.3,0.000400682,1e-07,
123.74,2500,5.3,0.2286,71.3,0.0051942,-1e-07,
126.086,1250,0.0,0.3048,55.5,0.00283081,-1e-07,
125.802,1250,3.0,0.3048,39.6,0.00495741,-9.98504251266e-08,128.7939867925346
115.309,2000,7.3,0.2286,31.7,0.0132672,-1e-07,
130.307,1000,2.0,0.2286,31.7,0.00372371,1e-07,
128.576,1600,0.0,0.0508,55.5,0.00076193,-9.99996140349e-08,127.70908515399694
113.298,4000,15.6,0.1016,71.3,0.0437259,-1e-07,
127.73,6300,0.0,0.1016,55.5,0.00131983,-7.91027366653e-08,129.76618264198305
125.721,1250,5.3,0.2286,39.6,0.00614329,-9.93603886938e-08,128.62907784348727
118.05,5000,5.3,0.2286,71.3,0.0051942,-9.53710706165e-08,129.99858622550965
121.238,10000,4.2,0.0508,71.3,0.00142788,-9.99999991257e-08,127.64579399871826
128.416,1000,22.2,0.0254,39.6,0.0229028,1e-07,
126.356,1250,17.4,0.0254,71.3,0.016104,-9.85510748773e-08,129.72973672425746
133.042,2000,8.4,0.0508,55.5,0.00544854,1e-07,
119.698,250,12.7,0.0254,71.3,0.0121808,-1e-07,
121.431,4000,5.4,0.1524,71.3,0.00401199,-1e-07,128.4771853146553
130.828,2500,4.8,0.0254,71.3,0.000848633,9.99746299358e-08,131.72666422116757
118.619,1250,9.9,0.1524,31.7,0.0252785,-1e-07,
123.069,2000,3.0,0.3048,55.5,0.00452492,-1e-07,
126.189,630,7.3,0.2286,31.7,0.0132672,1.83754260557e-11,127.9036153524518
120.243,4000,8.9,0.1016,71.3,0.0103088,-9.99999697862e-08,128.74538579511642
127.591,2500,5.4,0.1524,71.3,0.00401199,6.01053950253e-08,131.32582072353364
114.984,16000,0.0,0.2286,71.3,0.00214345,2.02030819522e-09,128.2458646621704
133.174,500,7.3,0.2286,55.5,0.0111706,1e-07,
129.354,630,3.0,0.3048,71.3,0.00425727,2.00628690038e-08,128.76425201790033
131.96,500,11.2,0.0508,39.6,0.0150478,1e-07,
121.885,1000,19.7,0.0508,71.3,0.0341183,-1e-07,
132.897,2500,0.0,0.0254,31.7,0.000439472,1e-07,
116.411,6300,5.4,0.1524,71.3,0.00401199,-9.99999952106e-08,127.86532376861572
132.611,2500,0.0,0.1016,39.6,0.00146332,1e-07,
133.241,1600,5.4,0.1524,71.3,0.00401199,1e-07,
122.708,2000,7.3,0.2286,71.3,0.0104404,-1e-07,
124.121,400,5.4,0.1524,71.3,0.00401199,-1e-07,
133.276,3150,0.0,0.0254,39.6,0.000428464,1e-07,
126.959,500,0.0,0.3048,39.6,0.00310138,-9.95104302575e-08,127.30141181332618
127.696,630,0.0,0.3048,55.5,0.00283081,-7.8958205348e-08,127.58362556295842
135.674,315,12.3,0.1016,55.5,0.0368233,1e-07,
129.45,1000,0.0,0.0508,71.3,0.000740478,-1e-07,
104.204,6300,15.6,0.1016,39.6,0.0528487,-2.57309793033e-08,126.61871517086028
136.023,800,7.2,0.1524,71.3,0.00752039,1e-07,
122.341,8000,0.0,0.1016,39.6,0.00146332,-1e-07,
127.315,500,0.0,0.3048,31.7,0.00331266,9.99990457652e-08,127.94273963343352
111.459,4000,9.9,0.1524,31.7,0.0252785,-9.99998589975e-08,122.93046874666214
133.261,1600,0.0,0.1016,39.6,0.00146332,1e-07,
107.405,12500,4.0,0.3048,71.3,0.00497773,9.99999796936e-08,138.0958359527588
122.845,315,15.4,0.0508,31.7,0.0289853,-1e-07,
126.066,10000,4.8,0.0254,39.6,0.000907475,1e-07,
113.333,8000,7.2,0.1524,71.3,0.00752039,-4.14294740069e-08,130.5283821182251
124.514,630,17.4,0.0254,39.6,0.0172206,-9.99988832768e-08,126.7549821525216
134.476,2000,8.4,0.0508,71.3,0.00529514,1e-07,
110.555,6300,9.9,0.1524,55.5,0.0208438,-1e-07,
129.8,1000,0.0,0.1016,55.5,0.00131983,-9.99809916161e-08,129.03839066922666
125.203,5000,0.0,0.1524,55.5,0.00172668,-9.38877814343e-08,128.94289146947858
132.127,1000,5.4,0.1524,55.5,0.00433288,1e-07,
126.5,400,15.4,0.0508,55.5,0.0271925,1e-07,
110.905,10000,4.0,0.3048,71.3,0.00497773,9.99999090916e-08,136.8425035762787
120.193,8000,0.0,0.1016,31.7,0.00150092,-9.99765188564e-08,121.54935304450989
132.588,2500,4.8,0.0254,31.7,0.000930789,1e-07,
123.118,315,3.0,0.3048,31.7,0.00529514,-1e-07,
115.413,10000,0.0,0.1524,39.6,0.00193287,-9.99032666069e-08,120.15322102355957
115.857,315,22.2,0.0254,71.3,0.0214178,-1e-07,
119.646,4000,22.2,0.0254,39.6,0.0229028,1e-07,
125.992,1000,1.5,0.3048,71.3,0.00336729,-9.99978149364e-08,126.22424182799459
126.465,630,9.9,0.1524,39.6,0.0233328,-7.80160806422e-08,128.0312849918008
127.834,3150,0.0,0.2286,71.3,0.00214345,-3.38771679088e-09,131.19684518241883
126.966,1000,0.0,0.3048,55.5,0.00283081,-1e-07,
117.478,2500,7.2,0.1524,39.6,0.00909175,-1e-07,
127.443,630,15.4,0.0508,39.6,0.0282593,1e-07,
119.737,4000,5.4,0.1524,55.5,0.00433288,-9.99999338648e-08,127.23975886058808
127.011,250,5.3,0.2286,39.6,0.00614329,9.99588463949e-08,127.05875952757337
119.224,1000,15.6,0.1016,39.6,0.0528487,-1e-07,
132.595,2500,0.0,0.1016,71.3,0.00121072,1e-07,
127.686,2000,8.4,0.0508,31.7,0.00580776,1e-07,
130.723,800,4.0,0.3048,39.6,0.00579636,1e-07,
131.656,1250,9.5,0.0254,71.3,0.00420654,1e-07,
125.625,1600,0.0,0.2286,31.7,0.0027238,-8.98654620772e-08,127.81220223754644
119.343,4000,7.2,0.1524,71.3,0.00752039,-9.99999895761e-08,127.95651001262664
127.315,200,9.9,0.1524,39.6,0.0233328,9.99708547961e-08,127.48626604239456
127.7,400,5.3,0.2286,71.3,0.0051942,-6.96828623358e-08,126.44502080585808
114.67,1000,12.6,0.1524,39.6,0.0584113,-1e-07,
124.612,2000,2.0,0.2286,55.5,0.00313525,-1e-07,
119.777,1000,12.3,0.1016,31.7,0.0418756,-1e-07,
130.688,800,4.0,0.2286,71.3,0.00400603,1e-07,
120.532,2000,3.0,0.3048,39.6,0.00495741,-1e-07,
128.825,1000,0.0,0.1016,71.3,0.00121072,-1e-07,
120.154,1250,12.6,0.1524,71.3,0.0483159,-9.9999516934e-08,123.25775025123357
123.263,3150,8.9,0.1016,71.3,0.0103088,-9.46370860372e-08,129.67646421837804
126.218,2000,4.0,0.2286,71.3,0.00400603,-9.99997558043e-08,129.31570154953002
136.826,6300,0.0,0.0254,39.6,0.000428464,9.99999534178e-08,134.98597231006622
122.471,4000,11.2,0.0508,71.3,0.014072,9.60005955273e-08,131.38911913251877
113.108,10000,4.0,0.2286,71.3,0.00400603,8.71556711214e-08,133.06561966705323
130.183,1600,0.0,0.1524,55.5,0.00172668,1e-07,
126.457,5000,0.0,0.1524,71.3,0.0015988,-9.94328645002e-08,129.8159972257614
124.304,5000,0.0,0.2286,71.3,0.00214345,3.02744212511e-08,130.65035144472122
129.973,3150,0.0,0.1016,31.7,0.00150092,1e-07,
130.817,1600,0.0,0.1524,31.7,0.00209405,1e-07,
129.099,800,0.0,0.3048,39.6,0.00310138,6.97766781143e-08,130.1689554570019
106.111,12500,1.5,0.3048,39.6,0.00392107,5.23229227611e-08,128.56372874832152
126.886,500,9.5,0.0254,31.7,0.00461377,8.7542133097e-08,127.67991264729203
117.134,3150,7.3,0.2286,55.5,0.0111706,-9.99999904848e-08,126.13145854735374
124.154,2500,17.4,0.0254,39.6,0.0172206,1e-07,
131.013,1600,0.0,0.1524,39.6,0.00193287,1e-07,
106.224,5000,15.6,0.1016,39.6,0.0528487,-9.99999989126e-08,124.46880313062667
133.894,2500,3.3,0.1016,71.3,0.00202822,1e-07,
118.767,1250,12.3,0.1016,31.7,0.0418756,-1e-07,
125.571,2500,0.0,0.3048,71.3,0.00266337,-9.99084598916e-08,129.2551402053833
132.252,1250,8.4,0.0508,55.5,0.00544854,1e-07,
126.843,315,4.0,0.3048,39.6,0.00579636,9.99936640019e-08,127.13493353746085
125.127,1000,0.0,0.0254,31.7,0.000439472,-9.99999807646e-08,124.72849643570186
128.335,250,9.9,0.1524,39.6,0.0233328,1e-07,
133.048,1250,12.7,0.0254,71.3,0.0121808,1e-07,
120.162,2500,3.0,0.3048,39.6,0.00495741,-9.99994595998e-08,126.69196096014977
128.296,400,6.7,0.1016,31.7,0.00592927,9.99998298459e-08,128.7978944418989
121.474,1600,4.8,0.0254,55.5,0.000873218,-1e-07,
110.364,16000,2.7,0.1524,71.3,0.00243851,-6.60488475287e-08,122.77004496002196
124.644,250,15.6,0.1016,39.6,0.0528487,-9.60842871721e-08,125.45192940384707
120.264,4000,3.0,0.3048,71.3,0.00425727,-1e-07,
112.065,5000,9.9,0.1524,55.5,0.0208438,-8.62444998559e-08,126.23957032203674
124.338,2500,4.0,0.2286,71.3,0.00400603,-9.99996895644e-08,128.77661165642738
122.288,630,15.6,0.1016,71.3,0.0437259,-1e-07,
116.229,6300,0.0,0.3048,39.6,0.00310138,-5.03911553576e-08,128.19443359756468
130.469,800,4.0,0.2286,39.6,0.00473801,1e-07,
104.5,4000,12.6,0.1524,39.6,0.0584113,-1e-07,
133.768,630,7.3,0.2286,71.3,0.0104404,1e-07,
126.642,2000,1.5,0.3048,71.3,0.00336729,9.91397932867e-08,129.77470695507526
125.817,800,0.0,0.1524,71.3,0.0015988,-9.99999927386e-08,124.15551268142463
133.376,10000,0.0,0.0254,39.6,0.000428464,9.99785007552e-08,128.1519518623352
136.758,1000,6.7,0.1016,71.3,0.00478288,1e-07,
122.211,1600,1.5,0.3048,39.6,0.00392107,-1e-07,
128.629,630,0.0,0.3048,39.6,0.00310138,9.99999368627e-08,129.28837311109154
119.854,5000,17.4,0.0254,39.6,0.0172206,1e-07,
129.308,6300,4.2,0.0508,71.3,0.00142788,9.9800091311e-08,134.15439942646026
126.486,500,2.0,0.2286,71.3,0.00293031,-1e-07,
128.435,800,8.4,0.0508,39.6,0.00566229,-6.88916365597e-08,129.58318888157606
127.375,1600,6.7,0.1016,39.6,0.00578076,9.99999644837e-08,130.1564062461257
118.129,200,0.0,0.3048,39.6,0.00310138,-1e-07,
128.536,3150,9.5,0.0254,31.7,0.00461377,1e-07,
128.978,5000,12.7,0.0254,71.3,0.0121808,1e-07,
126.995,500,19.7,0.0508,71.3,0.0341183,-9.88673056125e-08,127.93602755002678
117.386,250,22.2,0.0254,39.6,0.0229028,-1e-07,
117.328,12500,4.2,0.0508,71.3,0.00142788,-1e-07,
134.533,250,8.9,0.1016,71.3,0.0103088,1e-07,
111.959,5000,7.3,0.2286,39.6,0.0123481,-5.17022555224e-08,126.32659388446808
125.89,2000,5.3,0.2286,71.3,0.0051942,-1.62710664395e-08,129.59513741672038
126.149,400,4.0,0.2286,31.7,0.00509068,9.99899972948e-08,126.74209024969116
120.076,400,8.4,0.0508,31.7,0.00580776,-1e-07,
119.375,12500,0.0,0.1016,71.3,0.00121072,-1e-07,
115.91,400,12.6,0.1524,39.6,0.0584113,-1e-07,
138.423,630,8.9,0.1016,71.3,0.0103088,1e-07,
122.147,400,2.0,0.2286,39.6,0.00346574,-1e-07,
127.179,500,9.9,0.1524,31.7,0.0252785,9.99993102094e-08,128.5401506279558
103.38,6300,12.6,0.1524,39.6,0.0584113,-1e-07,
113.796,250,17.4,0.0254,71.3,0.016104,-1e-07,
118.827,5000,2.0,0.2286,39.6,0.00346574,-2.71341710381e-08,127.6981377978325
130.496,2000,9.5,0.0254,31.7,0.00461377,1e-07,
124.438,1000,15.6,0.1016,71.3,0.0437259,-1e-07,
121.106,4000,0.0,0.3048,55.5,0.00283081,-9.6913702192e-08,128.8297337231636
125.026,1250,4.8,0.0254,39.6,0.000907475,-1e-07,
123.127,6300,22.2,0.0254,71.3,0.0214178,1e-07,
131.642,2000,3.3,0.1016,31.7,0.00251435,1e-07,
118.441,3150,5.3,0.2286,39.6,0.00614329,-9.99999938806e-08,126.36174033617974
125.728,1600,7.3,0.2286,71.3,0.0104404,-4.64998168386e-08,129.01685304927827
134.336,6300,4.8,0.0254,39.6,0.000907475,9.99999912974e-08,138.6388738498688
128.831,800,1.5,0.3048,39.6,0.00392107,4.60367099182e-08,130.19462579464914
123.392,3150,1.5,0.3048,71.3,0.00336729,-9.99995133473e-08,129.67090381217002
137.233,1000,6.7,0.1016,55.5,0.0052139,1e-07,
133.01,2000,0.0,0.0508,31.7,0.000812164,1e-07,
132.039,400,7.3,0.2286,39.6,0.0123481,1e-07,
123.894,500,9.5,0.0254,39.6,0.00449821,-1e-07,
114.927,8000,5.4,0.1524,55.5,0.00433288,-9.55674468067e-08,128.95910520744326
120.324,6300,9.5,0.0254,39.6,0.00449821,1e-07,
126.846,1600,17.4,0.0254,31.7,0.0176631,1e-07,
118.667,500,12.3,0.1016,31.7,0.0418756,-1e-07,
131.615,630,4.0,0.3048,71.3,0.00497773,1e-07,
121.059,1600,7.3,0.2286,39.6,0.0123481,-9.99998434972e-08,125.66189165377617
118.689,4000,3.0,0.3048,55.5,0.00452492,-9.21218117451e-08,128.94329892539977
126.616,2000,0.0,0.3048,55.5,0.00283081,1e-07,
132.587,2000,4.2,0.0508,39.6,0.00152689,1e-07,
119.632,5000,1.5,0.3048,71.3,0.00336729,-2.75800665499e-08,130.54717174243928
114.554,1600,15.6,0.1016,39.6,0.0528487,-1e-07,
124.276,800,17.4,0.0254,71.3,0.016104,-1e-07,
125.39,315,15.4,0.0508,55.5,0.0271925,-1e-07,
124.254,2000,4.0,0.2286,55.5,0.0042862,-9.89173746459e-08,128.1367832341194
113.11,6300,8.9,0.1016,39.6,0.0124596,-9.97472730155e-08,126.53488873004913
117.967,500,22.2,0.0254,71.3,0.0214178,-1e-07,
123.126,5000,17.4,0.0254,71.3,0.016104,1e-07,
132.003,2500,0.0,0.1016,31.7,0.00150092,9.98634074573e-08,133.08246725189684
122.044,1000,12.6,0.1524,71.3,0.0483159,-1e-07,
125.524,2000,3.0,0.3048,71.3,0.00425727,-9.99999928962e-08,129.35273459160328
130.332,1000,9.5,0.0254,55.5,0.0043284,9.68957869069e-08,131.38353815448284
120.607,8000,12.7,0.0254,39.6,0.0130253,3.78531842517e-08,138.15249074172976
115.079,4000,9.9,0.1524,71.3,0.0193001,-1e-07,
128.718,1600,4.8,0.0254,31.7,0.000930789,1e-07,
131.636,1000,6.7,0.1016,31.7,0.00592927,1e-07,
124.394,16000,4.8,0.0254,55.5,0.000873218,5.25914075735e-09,126.22387880706786
128.704,4000,3.3,0.1016,71.3,0.00202822,9.99999985587e-08,132.34614354753495
135.079,400,9.9,0.1524,71.3,0.0193001,1e-07,
129.004,1000,3.0,0.3048,71.3,0.00425727,-9.99949078027e-08,129.63589849257468
126.17,630,0.0,0.1016,55.5,0.00131983,-1e-07,
132.889,2500,3.3,0.1016,55.5,0.002211,1e-07,
113.076,10000,0.0,0.3048,55.5,0.00283081,9.99998627992e-08,130.44606807327273
134.938,2500,0.0,0.0508,39.6,0.000791822,1e-07,
120.137,315,2.0,0.2286,39.6,0.00346574,-1e-07,
116.128,500,4.8,0.0254,31.7,0.000930789,-1e-07,
138.274,1000,17.4,0.0254,39.6,0.0172206,1e-07,
125.715,3150,15.4,0.0508,71.3,0.0264269,1e-07,
134.022,1250,3.3,0.1016,31.7,0.00251435,1e-07,
129.776,500,22.2,0.0254,39.6,0.0229028,1e-07,
124.188,800,15.6,0.1016,71.3,0.0437259,-1e-07,
127.095,1600,0.0,0.2286,39.6,0.00253511,1.4350999346e-08,129.08149244010448
115.679,6300,3.0,0.3048,55.5,0.00452492,1e-07,
115.137,6300,2.0,0.2286,31.7,0.00372371,-8.66642274851e-08,125.72671405029297
119.561,10000,0.0,0.1016,39.6,0.00146332,-1e-07,
123.761,1600,5.4,0.1524,31.7,0.00525474,-9.99999979259e-08,126.8732976616025
121.527,3150,2.0,0.2286,31.7,0.00372371,1.07634891248e-08,127.32365398597717
131.434,1000,3.3,0.1016,71.3,0.00202822,9.76465138372e-08,130.54976876416802
129.281,400,11.2,0.0508,71.3,0.014072,1e-07,
113.045,4000,19.7,0.0508,71.3,0.0341183,-3.34017072953e-08,129.4597524237633
125.998,10000,0.0,0.0508,39.6,0.000791822,4.02886981296e-09,122.76768359947204
126.345,800,9.9,0.1524,39.6,0.0233328,-9.99919293575e-08,128.45499315232038
119.875,1600,9.9,0.1524,55.5,0.0208438,-1e-07,
108.625,5000,12.3,0.1016,39.6,0.0408268,-1e-07,
127.054,5000,3.3,0.1016,71.3,0.00202822,1e-07,
130.898,200,15.6,0.1016,71.3,0.0437259,9.99999325112e-08,130.0029900278449
112.93,6300,15.4,0.0508,55.5,0.0271925,4.02605285297e-08,132.69225304603577
116.241,5000,1.5,0.3048,39.6,0.00392107,-1.43594152541e-08,127.58726477956772
122.816,5000,2.0,0.2286,71.3,0.00293031,9.97632488238e-08,131.27062667942047
119.208,4000,7.3,0.2286,71.3,0.0104404,-7.26099471284e-08,130.31096308994293
122.765,315,0.0,0.3048,31.7,0.00331266,-1e-07,
130.0,1250,15.4,0.0508,55.5,0.0271925,1e-07,
130.073,2500,0.0,0.0254,55.5,0.00041229,-1.08203205207e-08,129.04453724730013
134.528,1600,12.7,0.0254,71.3,0.0121808,1e-07,
132.158,250,15.6,0.1016,71.3,0.0437259,1e-07,
136.031,800,11.2,0.0508,71.3,0.014072,1e-07,
126.406,1600,17.4,0.0254,71.3,0.016104,9.50472528286e-08,131.13451105034352
122.919,3150,2.7,0.1524,39.6,0.00294804,-9.34655490242e-08,127.22824609303474
130.269,400,7.3,0.2286,31.7,0.0132672,1e-07,
111.029,5000,7.3,0.2286,31.7,0.0132672,-1e-07,
125.717,6300,4.2,0.0508,39.6,0.00152689,9.9999672313e-08,130.50968181324006
133.294,250,12.3,0.1016,55.5,0.0368233,1e-07,
127.008,8000,4.8,0.0254,31.7,0.000930789,9.99999952932e-08,131.2939296798706
135.468,5000,4.8,0.0254,71.3,0.000848633,9.99999936403e-08,138.90234154987334
131.281,800,5.4,0.1524,71.3,0.00401199,1e-07,
128.679,200,7.3,0.2286,31.7,0.0132672,1e-07,
132.357,630,5.4,0.1524,39.6,0.00485029,1e-07,
113.775,6300,0.0,0.3048,31.7,0.00331266,9.99999971486e-08,125.57938566207886
128.647,2000,0.0,0.1524,71.3,0.0015988,-9.99999138888e-08,128.69561630499365
120.798,3150,12.3,0.1016,71.3,0.0337792,-9.99996840438e-08,129.68415947961807
128.295,400,6.7,0.1016,39.6,0.00578076,1e-07,
123.862,2500,2.0,0.2286,55.5,0.00313525,-1e-07,
136.536,5000,0.0,0.0254,39.6,0.000428464,9.99999525052e-08,135.3871992096901
